"marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","type","helpful_ratio","helpful","has_votes","impact_pos","impact_neg","cum_star_rating","review_month","impact_star"
"us",4208737,"r35dbgrdt3r8d3","b00b2npkrm",454581724,"dishwaser stainless steel film 26 x 3'","major appliances",4,0,1,"n","y","four stars","good i love it. hoping its lasting. my friends and family was excited thought i changed my dishwasher",2015-07-08,"microwave",0,FALSE,TRUE,0,0,3.92198581560284,2015-07-01,NA
"us",26328072,"R1QWHQ8TFNMJ40","B004ZUWBVW",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","slides too easily.","works well, but same gripes as other reviewers; no handle, slides too easily.",2015-07-07,"microwave",NA,NA,FALSE,0,0,3.92253521126761,2015-07-01,NA
"us",43234796,"ROJMMFHOJTELU","B007XZ8FNO",565072108,"lg over-the-range microwave oven with 300 cfm venting system","major appliances",1,4,5,"n","n","lemon","i've had this microwave for 26 months. in that time i replaced the light under the microwave maybe 4 times. sometimes it burned out, other times it exploded, but it seemed odd that that thing kept going. my previous cheapo microwave worked for 5 years and only needed the bulb changed twice.<br /><br />then last night the light popped and the microwave blew the fuse. since then, the fan and light have completely stopped working. the oven itself still works, but it makes me super uncomfortable how quiet it is as it heats, does it need the fan? does it need to vent? i don't know. but i know after all the other comments i'm not reading on amazon, that i'm not comfortable finding out.<br /><br />when i called lg, they asked if it was plugged in. i explained that the microwave worked, but not the fan or the lightbulb. she said it was probably my outlet. not very helpful. when i called a repairman, he said fixing it would cost $200. ugh, looks like i&#34;m in the market for a new microwave.",2015-07-07,"microwave",0.8,TRUE,TRUE,0,1,3.9020979020979,2015-07-01,"helpful 1 star"
"us",15318989,"R3E0UBBYGRCFRR","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","perfect space and size","perfect space and size. i have no cabinet space and this works perfectly. but you can't put a regular size plate in it. still serves their purpose.",2015-07-07,"microwave",NA,NA,FALSE,0,0,3.90972222222222,2015-07-01,NA
"us",10967179,"R23DF21WLIID6F","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","four stars","the push buttons are ok but occasionally have to push harder to operate.",2015-07-06,"microwave",NA,NA,FALSE,0,0,3.91034482758621,2015-07-01,NA
"us",38881048,"R2S14XJ2751E4X","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",1,0,3,"n","n","8 in76 t nm","uuim6 uk7n",2015-07-06,"microwave",0,FALSE,TRUE,0,0,3.89041095890411,2015-07-01,NA
"us",48705448,"R29P1XS5DMQ7FY","B00NQFSSWS",692404913,"samsung counter top microwave","major appliances",4,6,7,"n","y","owned since december 15, 2014","overall, like it and would recommend. one issue is that, of late, the door requires several pushes to open. i've cleaned the area, can not see an obvious issue but am concerned that it may worsen. so far that is the only negative i've experienced. i'm contacting samsung directly on this one.",2015-07-06,"microwave",0.857142857142857,TRUE,TRUE,1,0,3.89115646258503,2015-07-01,"helpful 4 star"
"us",12341246,"RWI2FSOJQXPTW","B001QFYDSI",295520151,"sharp microwave drawer oven","major appliances",5,50,54,"n","y","solid microwave, looks and works perfect! see my photos.","we love this. one of our favorite parts of the kitchen remodel. such a space-saver and it just is cool. i read some negative reviews - all stemming from not have a revolving plate and might be damaged if someone pushes down on it? well duh. i have a 5yo and 8yo - they know not to stand on/in the microwave. and it's 2015 - who needs a revolving plate? i use a microwave for quick stuff, not rotisserie chicken and what-not. we are super-pleased with this microwave.",2015-07-05,"microwave",0.925925925925926,TRUE,TRUE,1,0,3.89864864864865,2015-07-01,"helpful 5 star"
"us",19420892,"R2C1SZLAR10YS3","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,1,2,"n","y","solid microwave, but has got a few cons..still recommended for its efficiency","i bought this m/w for use in an apartment after reading the good reviews on amazon. functionality and performance and even look-wise, this has been a great buy. no complaints there. but a couple of important downsides to this microwave...it is loud and keeps beeping even after the timer is done. there is no 30 second timer which is already mentioned in some of the reviews/q&as. so, that is a fact..just confirming here.",2015-07-05,"microwave",0.5,FALSE,TRUE,0,0,3.8993288590604,2015-07-01,NA
"us",2388453,"R1Z5MFDJGISHRU","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","n","very pleased","very pleased. save space. loved it",2015-07-05,"microwave",NA,NA,FALSE,0,0,3.9,2015-07-01,NA
"us",9885978,"R22FBTW1LVP90S","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","very satisfied","this microwave is great! the size is perfect for my small studio apartment (not a lot of countertop real estate) and the stainless steel finish looks really nice.  sturdy construction and works very well. the light turning on when you open the door is a nice feature. i docked it a star because the buttons are a little more difficult to push than other microwaves, but not too big of a deal!",2015-07-05,"microwave",NA,NA,FALSE,0,0,3.90066225165563,2015-07-01,NA
"us",39796917,"R17BI1WY8EQY78","B00NQFSSWS",692404913,"samsung counter top microwave","major appliances",2,5,6,"n","y","it used to open easily. it no longer opens when you push the ...","i've had the microwave for 2-months. it used to open easily. it no longer opens when you push the button, you have to manually pull the door open. definitely a disappointment. i hope i can return it!",2015-07-04,"microwave",0.833333333333333,TRUE,TRUE,0,1,3.88815789473684,2015-07-01,"helpful 2 star"
"us",522465,"R2C3R2WPMW8XNE","B00NQFSSWS",692404913,"samsung counter top microwave","major appliances",3,0,5,"n","y","three stars","not as fun as i thought i would be",2015-07-04,"microwave",0,FALSE,TRUE,0,0,3.88235294117647,2015-07-01,NA
"us",698473,"R3070M1GUMFCBN","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","... have a small apartment) well and i am very pleased. does not take up a lot of room ...","fits my counter top (i have a small apartment) well and i am very pleased.  does not take up a lot of room and seems to work very efficiently.  thank you.",2015-07-04,"microwave",NA,NA,FALSE,0,0,3.88311688311688,2015-07-01,NA
"us",1400966,"RSLNVGRUD0SAF","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",1,0,0,"n","y","had problems in just 3 months, disappointed.","this microwave worked fine for some 3 months and then started problem with door. i was totally disappointed seeing problem in just 3 months. customer service was rude and unhelpful.",2015-07-03,"microwave",NA,NA,FALSE,0,0,3.86451612903226,2015-07-01,NA
"us",28562117,"R2YMXF378Y8F4A","B00NXRHIO8",692404913,"samsung counter top microwave","major appliances",5,1,3,"n","y","five stars","am very happy with  this",2015-07-03,"microwave",0.333333333333333,FALSE,TRUE,0,0,3.87179487179487,2015-07-01,NA
"us",38461105,"REU14VXUS7CGL","B004ZUWBVW",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","works the way i expected it to work.",2015-07-03,"microwave",NA,NA,FALSE,0,0,3.87898089171975,2015-07-01,NA
"us",1918925,"RET70WLZ98W1N","B007XZ8FNO",565072108,"lg over-the-range microwave oven with 300 cfm venting system","major appliances",1,4,5,"n","n","do not buy this piece of junk","i wish i could give this zero stars. bought this last year to go with my kitchen remodel. every appliance i own is lg, washer and dryer included. luckily, they still work. i work all the time and prefer my food grilled. i rarely use the microwave. just bought it as a just in case method of heating leftovers. my microwave died today. just stopped heating. everything else apparently works on it. apparently, a faulty magnetron is a wide spread occurrence. i did a live chat with an online rep. she wanted to send me to a service tech over an hour away. i declined. i explained to her similar issues from most owners of this model and stated this should be looked at as being recalled. no way we all messed up our units. i forwarded her to the amazon reviews. she was basically like yeah, ok, do you want me to find you a service center? at the end of our conversation, she just ended the session. i wasnt finished chatting with her. i will never buy an lg appliance<br /><br />chat log:<br />chat transcript<br />time of chat: 7/2/2015 4:54:35 pm<br />length of chat: 00:18:41<br />your name: rafael vazquez<br />chatted with: michelle, paulsen<br /><br />4:54 pm michelle: hello rafael vazquez. welcome to lg electronics u.s.a. support only. how may i provide you with again. excellent service today?<br />4:55 pm rafael vazquez: hello. my microwave stopped heating today.<br />4:55 pm michelle: hi rafael<br />4:56 pm michelle: i am sorry to hear about this.<br />4:56 pm michelle: let<u+0092>s perform some simple troubleshooting steps to see if we can resolve this issue.<br />4:56 pm rafael vazquez: i'm sorry to experience this...lol<br />4:56 pm rafael vazquez: ok<br />4:56 pm michelle: when the microwave oven does not heat, it may be caused by entering the wrong settings or inadequate power supply.<br />4:56 pm michelle: let's test the unit:<br />4:57 pm michelle: 1. place a microwaveable safe cup, mug, or bowl of water inside the microwave oven.<br />4:57 pm rafael vazquez: ok<br />4:57 pm michelle: 2. press clear/off or reset to clear the keypad.<br />4:57 pm michelle: 3. press cook and enter 60 (seconds).<br />4:57 pm michelle: 4. press start/pause.<br />4:57 pm michelle: did the water heat?<br />4:58 pm rafael vazquez: in just started it<br />4:58 pm rafael vazquez: i just started it<br />4:58 pm michelle: ok<br />4:59 pm rafael vazquez: it did not heat<br />5:00 pm michelle: i see. did the keypad respond and the microwave start?<br />5:00 pm rafael vazquez: yes<br />5:00 pm michelle: did the timer count down at an accelerated rate?<br />5:00 pm rafael vazquez: no<br />5:00 pm michelle: is the unit on a dedicated circuit breaker?<br />5:01 pm rafael vazquez: yes<br />5:01 pm michelle: great!<br />5:01 pm michelle: please turn off and back on the circuit breaker. will the unit heat now?<br />5:01 pm rafael vazquez: ok. give me a minute<br />5:01 pm michelle: sure<br />5:01 pm michelle: take your time<br />5:03 pm rafael vazquez: no heat<br />5:03 pm michelle: thank you for your cooperation and your patience in answering all of my questions regarding your unit, rafael. we are now done with the troubleshooting steps. the unit may require a visit from a professional service technician to diagnose and correct the issue.<br />5:03 pm michelle: may i have the exact date of purchase for the unit please?<br />5:04 pm rafael vazquez: that sucks. i've looked around online and this appears to be a common issue with this model<br />5:04 pm rafael vazquez: 5-9-14<br />5:04 pm michelle: did you purchase any extended warranty?<br />5:05 pm rafael vazquez: no<br />5:05 pm michelle: i see. i would be delighted to provide you with authorized service centers in your area to help you out with the repair. may i know your zip code please?<br />5:05 pm rafael vazquez: 76306<br />5:06 pm michelle: thank you so much. kindly give me a moment.<br />5:06 pm michelle: upon checking, you may call freeman's appliance - 580-255-2676 to set up service for the unit<br />5:07 pm rafael vazquez: where are they located?<br />5:07 pm michelle: 4325 n. highway 81<br />5:07 pm michelle: duncan ok<br />5:09 pm rafael vazquez: no thanks. that's over an hour away. probably cost more to fix than the microwave is worth. it's terrible that a microwave barely lasts a year.<br />5:09 pm michelle: i understand and do respect your decision if you do not want to have the unit serviced, rafael.<br />5:09 pm michelle: is there anything else i can assist you with today?<br />5:11 pm rafael vazquez: nope. i'll never buy an lg product again. from the horrible reviews of owners(rated 1 star on amazon), with similar problems that are online after a year of use, it looks like this model should be recalled. it obviously has faulty components.<br />5:12 pm michelle: i will file a report for your complaint.<br />5:12 pm rafael vazquez: they either stop heating or catch fire<br />5:12 pm michelle: it has been a pleasure to assist you today. should you have any further questions or concerns, please do not hesitate to contact us again via live chat or phone at 18002430000. thank you for choosing lg electronics. we appreciate your business. have a great day!",2015-07-02,"microwave",0.8,TRUE,TRUE,0,1,3.86075949367089,2015-07-01,"helpful 1 star"
"us",47341286,"RC7Y30OR77HQK","B00012ORT2",305608994,"sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves","major appliances",5,0,1,"n","y","wonderful looking, quite large","i didn't measure well and this wonderful piece of equipment was much too large so i had to return it so sorry i'd have loved to keep it",2015-07-01,"microwave",0,FALSE,TRUE,0,0,3.86792452830189,2015-07-01,NA
"us",46473062,"R38UTIHXDTJLZC","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","four stars","my mom really likes it",2015-07-01,"microwave",NA,NA,FALSE,0,0,3.86875,2015-07-01,NA
"us",13782740,"RNFBX2GNO7UDW","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,1,1,"n","y","nice looking, easy to clean and large interior","just as advertised.  nice looking, easy to clean and large interior .  mno problems thus far.",2015-06-29,"microwave",1,NA,TRUE,0,0,3.8695652173913,2015-06-01,NA
"us",31176203,"R3LPHRFYN1YARG","B004ZU09QQ",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","great!",2015-06-28,"microwave",NA,NA,FALSE,0,0,3.87654320987654,2015-06-01,NA
"us",42443870,"R3L9W316F5XNCK","B00NG0FP7E",565072108,"lg over-the-range microwave oven with 300 cfm venting system","major appliances",5,3,4,"n","y","installed easily and looks great","installed easily and looks great. it's only been in use for about a month but we have no complaints. fan is quiet.",2015-06-27,"microwave",0.75,TRUE,TRUE,1,0,3.88343558282209,2015-06-01,"helpful 5 star"
"us",17497110,"R2JYDRY6S8XCW9","B0052G51AQ",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","heats up fast.","big enough to put lots of things in, but doesn't take up too large of a space on the counter. i can say this honestly as i have less than 9 linear feet of countertop available to stick anything onto.",2015-06-27,"microwave",NA,NA,FALSE,0,0,3.88414634146341,2015-06-01,NA
"us",51268693,"R1YZHE6E5J8WBB","B0058CLNBU",544821753,"samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave","major appliances",1,0,0,"n","n","worked great - until i got the dreaded se error code","i purchased this in 2010 and it worked great. then a couple of weeks ago i came into the kitchen and saw the se error code. i wasn't able to set the clock so i unplugged it and started researching what the error code meant. as you have probably read in other reviews, this is a common samsung problem. the steam from cooking on the stove underneath the microwave damages the cooking sensor which causes the entire oven to malfunction. and please understand that i haven't used my stove top for cooking on a regular basis!<br /><br />after a couple of hours, i plugged it in to see what happened and was able to set the clock and use it. i was thrilled but cautious. which was good because within 10 minutes i heard the microwave beep and start cooking. i shut it off and watched it and within 15 seconds, i saw &#34;baked potato&#34; on the screen and it started up again. so now it's unplugged and will be replaced.<br /><br />samsung says it's out of the warranty period but will send a technician to fix it for more than it will cost me to purchase a new unit. i did get five years out of it so i'm chalking it up to lessons learned - no more samsung microwaves. when they have this many ovens with the same problem, you would think the company would make things write. to be fair, i have always owned samsung televisions and been very happy with them. maybe the microwave business isn't for them?",2015-06-26,"microwave",NA,NA,FALSE,0,0,3.86666666666667,2015-06-01,NA
"us",40896379,"R15VV70DD5Y32T","B0011YHN7M",147401377,"ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave","major appliances",1,0,1,"n","y","yuk","horrible waiting for a refund",2015-06-26,"microwave",0,FALSE,TRUE,0,0,3.84939759036145,2015-06-01,NA
"us",10569750,"R1GUQ9D9ROKIA9","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","good machine",2015-06-26,"microwave",NA,NA,FALSE,0,0,3.8562874251497,2015-06-01,NA
"us",41698601,"R3NR7YX26QU15N","B005GSZB7I",827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd","major appliances",5,1,1,"n","y","five stars","great microwave.  simple and compact.",2015-06-25,"microwave",1,NA,TRUE,0,0,3.86309523809524,2015-06-01,NA
"us",45304288,"R163LW970AY27D","B008MD2RH6",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","great value for the money",2015-06-24,"microwave",NA,NA,FALSE,0,0,3.8698224852071,2015-06-01,NA
"us",50523388,"R3I90C5MG6JQSH","B001QFYDSI",295520151,"sharp microwave drawer oven","major appliances",5,2,2,"n","y","great product!","we opted for this style of microwave this time around in our new kitchen and have not been disappointed! the shipping was fast (thanks to amazon), the look of the microwave is wonderful and goes well with our other appliances (ge monogram & dcs), the drawer opens and closes well, it cooks wonderfully, it's quiet, controls are simple to use, the kitchen timer is handy...i know there were some negative posts, but as of now, after 4 months of use, i couldn't be happier!",2015-06-24,"microwave",1,TRUE,TRUE,1,0,3.87647058823529,2015-06-01,"helpful 5 star"
"us",26163837,"R2HYWHBN8MWANW","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","fits ikea wall cabinets..",2015-06-24,"microwave",NA,NA,FALSE,0,0,3.88304093567251,2015-06-01,NA
"us",10911940,"R29YECPAW0J2XW","B000ZIPHM8",494668275,"whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave","major appliances",1,0,0,"n","n","i would have been better off purchasing a microwave from walmart","this  appliance has more problems than perks!  i purchased an extended warranty and later found out it is worthless.  my daughter open the door  and the bottom of the handle broke.  a few nights later the control panel went haywire!!  it beeps and flashes different functions and dates until you unplug it. there is nothing convenient about plugging and unplugging an appliance every time you want to use it. light-bulbs ( it takes two) costs $6-$7 dollars each and blows out within 24 hours. it seems as if the appliance is experiences a power serge.  (the constant flickering of the lights is very irritating and unsettling.  i would have been better off purchasing a microwave from walmart.....at least they have a legitimate warranty.",2015-06-23,"microwave",NA,NA,FALSE,0,0,3.86627906976744,2015-06-01,NA
"us",23272535,"RC1V9WJOMJ17E","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","great little microwave!",2015-06-23,"microwave",NA,NA,FALSE,0,0,3.8728323699422,2015-06-01,NA
"us",20249178,"R1KA167MA5TX0B","B004NXUJ60",523301568,"microwave cavity paint 98qbp0302","major appliances",5,0,0,"n","y","five stars","really worked. the once rusty bottom inside of my microwave looks brand new.",2015-06-22,"microwave",NA,NA,FALSE,0,0,3.87931034482759,2015-06-01,NA
"us",2538965,"RIH1YQOP3DBXC","B00G4CV606",309267414,"jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish","major appliances",5,0,0,"n","y","five stars","came in on time. had no issues",2015-06-22,"microwave",NA,NA,FALSE,0,0,3.88571428571429,2015-06-01,NA
"us",35791555,"R189SLGHXGGHE0","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","great microwave at any price","fit my microwave cart perfectly and works really well.  great microwave at any price.  i really think it's more powerful than 700 watts though.",2015-06-21,"microwave",NA,NA,FALSE,0,0,3.88636363636364,2015-06-01,NA
"us",875932,"R1T6P3VLB0KK58","B004NXUJ60",523301568,"microwave cavity paint 98qbp0302","major appliances",4,0,0,"n","y","after sanding rust out and washing cavity, paint when ...","after sanding rust out and washing cavity, paint when on with no problem.  however, jt did take several coats to cover the exposed sheet metal.  so far the plastic wheels on the plate rotary device have not picked up any of the fresh paint.  wife loves her &#34;new&#34; microwave.  paint was totally dry within an hour.  we left it outside over night with the door open to get rid of fumes.",2015-06-20,"microwave",NA,NA,FALSE,0,0,3.88700564971751,2015-06-01,NA
"us",552804,"RICLDNUBRB4ZZ","B008F07MPS",168181302,"whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave","major appliances",4,2,3,"n","y","four stars","very satisfied , looking great, aaaa",2015-06-19,"microwave",0.666666666666667,TRUE,TRUE,1,0,3.8876404494382,2015-06-01,"helpful 4 star"
"us",28660317,"R12TRBRT2TGCTJ","B005GSZB7I",827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd","major appliances",5,2,2,"n","y","stylist microwave","prompt shipment, great quality. stylish microwave, perfect for limited counter space.",2015-06-18,"microwave",1,TRUE,TRUE,1,0,3.89385474860335,2015-06-01,"helpful 5 star"
"us",13229922,"R2X69W4OFW9TF0","B00NN136NQ",464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel","major appliances",3,0,7,"n","y","no review because it was returned","came damaged and was returned",2015-06-18,"microwave",0,FALSE,TRUE,0,0,3.88888888888889,2015-06-01,NA
"us",24569046,"RWN0SBTAQZ2EI","B00G4CV606",309267414,"jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish","major appliances",5,0,0,"n","y","great item and seller!","great item and seller!",2015-06-18,"microwave",NA,NA,FALSE,0,0,3.89502762430939,2015-06-01,NA
"us",10673455,"RZWZLCI38F3WA","B00NN136NQ",464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel","major appliances",3,4,4,"n","y","i wanted a product that was a microwave and toaster ...","i wanted a product that was a microwave and toaster, and this claimed to be in the description.  it does not toast!  the manual is awful, very little and very confusing instructions.",2015-06-18,"microwave",1,TRUE,TRUE,0,1,3.89010989010989,2015-06-01,"helpful 3 star"
"us",51866114,"R18RK4AMZPKAT3","B008MD2RH6",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",2,0,0,"n","y","good microwave oven.  priced right.","good microwave oven.  priced right. setting too high will burn everything till learning curve is over.  expect to burn a lot of food.  8/26/15 re-review  turn table inside quit working.",2015-06-17,"microwave",NA,NA,FALSE,0,0,3.87978142076503,2015-06-01,NA
"us",43489727,"R1L8UQWDQ97S4Q","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",1,0,0,"n","y","one star","it's starting not to work well - takes too long to heat food and leaves cold and hot spots.",2015-06-17,"microwave",NA,NA,FALSE,0,0,3.86413043478261,2015-06-01,NA
"us",18834424,"RR94LC4GJ50O1","B0043GDSR4",166483932,"ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection","major appliances",1,8,8,"n","n","i have owned a suite of ge cafe products ( ...","i have owned a suite of ge cafe products  ( i.e. refrigerator, stove, microwave and dishwasher ) for approximately 6 years now. my recommendation is stay away. my refrigerator has seen a visit from the repairman four times. my stoves plastic knobs melted off and i was kindly advised by ge that i could now buy new metal ones for $300. my dishwashers dispenser in not dispensing. and now to round things off my microwave's touchpad is not functioning as it should. ge is comping me the parts which the repairman quoted me $1,225.00 and labor at $100.00(my responsibility). i read from other poster's comments that this issue will happen again. i contacted ge, advised them of the cost ,and suggested that i apply my labor cost towards the purchase of a new microwave. i was shot down. new microwave  $750.00 vs paying $1225 for parts??? if i were a  ge shareholder i would be outraged at this type of irresponsible spending. multiply this type of activity several thousand times over and you're talking serious money. quality has seriously gone down since the days my parents bought ge products. they have lost a future customer in me and my family. if you're considering this line of products buyers beware.",2015-06-16,"microwave",1,TRUE,TRUE,0,1,3.84864864864865,2015-06-01,"helpful 1 star"
"us",1807895,"R1LZARCZY8L7MS","B00413662I",801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white","major appliances",5,0,1,"n","y","five stars","5 star very happy with it",2015-06-16,"microwave",0,FALSE,TRUE,0,0,3.85483870967742,2015-06-01,NA
"us",16932401,"R1H2HJ1HNCK65T","B0043GDSR4",166483932,"ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection","major appliances",1,1,2,"n","n","fair warning: stay away!","stay away!  bad product.  expensive repairs. poor support.<br /><br />i have owned 3 of these. all white not stainless.  i talked a friend into buying a stainless one ( he bought110v - bad move... underpowered ) i love the concept.  but at this point i'd strongly recommend  you stay away from this product.  i'm talking about the 220v advantium oven.  my experience:<br />i had the house rewired to put this 220v oven above the stove.<br />  the first one i owned lasted about 1 1/2 years, then the bottom heating element (a halogen bulb) burnt out.  i had service replace it.  about 1/2 a year later the controller for the microwave burnt out.  when it worked, it worked great. so, i replaced the whole unit.<br />  the second one was exactly the same design: 220v with halogen bulb lower heating element.  after about 2 years, the halogen bulb again burnt out.  again after another year, the whole unit broke to the point i again replaced it.<br />  so, i really liked the concept, but obviously the design engineering was bad.  this was severely pointed out in the 3rd 220v unit i bought:  they changed the design!  they replaced the lower halogen heating element with an infrared heating element.  halogen bulbs are near instant on.  infrared takes time to heat up.  so, frozen 12&#34; pizza took a bit longer to cook, and all the recipes that relied on bottom heat was off a bit... seemed like they changed the heater characteristics without bothering to reprogram the recipes, but ok.  i still liked the concept.<br />  then, the lower now infrared heater failed.  so i called service. they replaced the part.  but now... it wouldn't  even cook a pizza.  too little power from the lower heating unit.  service came out to fix it again.  then, i cooked a pizza in front of the technician that replaced the bulb. the &#34;cooked&#34; pizza came out burnt on the top, and the bottom uncooked: &#34;floppy slices&#34;.  the product after repair, no longer performed it's function.  i had many calls into ge consumer relations.  no help.  at the end, i was told the fixed product worked as designed, and there was nothing more they would do on this unit.  they were willing to sell me a 4th one.  when i asked how it would cook, he didn't know.<br /><br />love the concept, but bad execution, and expensive and poor support.",2015-06-15,"microwave",0.5,FALSE,TRUE,0,0,3.83957219251337,2015-06-01,NA
"us",38752240,"R2XK3M2NFIM2FO","B00NQFSSWS",692404913,"samsung counter top microwave","major appliances",5,0,1,"n","y","amazing","simply the best microwave we have ever owned",2015-06-15,"microwave",0,FALSE,TRUE,0,0,3.84574468085106,2015-06-01,NA
"us",48479116,"R2X6QIO45VVIJS","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","a great little microwave for the price","as described. a great little microwave for the price!",2015-06-15,"microwave",NA,NA,FALSE,0,0,3.85185185185185,2015-06-01,NA
"us",12737592,"R1RWUZNR4OCN0L","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,1,1,"n","y","i works well and i am happy with it","it is a cute microwave that fits into the space i had.  it is a little smaller than i had imagined and the &#34;crome&#34; on the outside is a little hard to clean.  i works well and i am happy with it.",2015-06-14,"microwave",1,NA,TRUE,0,0,3.85263157894737,2015-06-01,NA
"us",47123351,"R2H26J3O0ED2Y6","B0055UBB4O",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","great product",2015-06-14,"microwave",NA,NA,FALSE,0,0,3.8586387434555,2015-06-01,NA
"us",11774947,"R28SDES59I6W9Z","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","powerful and beautiful microwave.",2015-06-14,"microwave",NA,NA,FALSE,0,0,3.86458333333333,2015-06-01,NA
"us",13822957,"RBBLEFG4QUYJM","B008MD2RH6",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",5,0,0,"n","y","five stars","very good product for the price.",2015-06-14,"microwave",NA,NA,FALSE,0,0,3.87046632124352,2015-06-01,NA
"us",14465243,"RLL0U047K7JS3","B00G4CV606",309267414,"jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish","major appliances",5,0,0,"n","y","great trim kit","great product, looks nice... exactly what we were looking for. arrived in great shape two days after we ordered it!",2015-06-11,"microwave",NA,NA,FALSE,0,0,3.87628865979381,2015-06-01,NA
"us",18418680,"R2T2GA18YO2XDA","B00009V3WT",459626087,"sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves","major appliances",1,1,3,"n","n","sharp product is garbage","this microwave  is a piece of garbage. we ordered it from another online website. it arrived defective and sharp refused to replace it. we had to go through 4 repair appointments  before they agreed to send a new one. we have to pay to have the replacement  installed. sharp customer service it terrible. dodging phone calls. we should have bought something else from amazon...lesson learned!",2015-06-11,"microwave",0.333333333333333,FALSE,TRUE,0,0,3.86153846153846,2015-06-01,NA
"us",31575243,"R272H0JXKQ9X3J","B0052G51AQ",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",4,0,0,"n","y","so far she is very happy wit it","it is everything i wanted it to be. got it for my 92 year old mother who had a microwave die on her. so far she is very happy wit it. time will tell if it is a substantial product, but the price was very good.",2015-06-10,"microwave",NA,NA,FALSE,0,0,3.86224489795918,2015-06-01,NA
"us",45172342,"R1TLN21I325FS5","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","major appliances",1,0,0,"n","y","cheaply put together. very low quality for the amount ...","cheaply put together.  very low quality for the amount of money spent. spend a little more and get a quality product.",2015-06-10,"microwave",NA,NA,FALSE,0,0,3.84771573604061,2015-06-01,NA
